row,RecordID,Publication,Pub,Taxon,Class,Order,Family,Species,SpeciesSynonyms,animal,phylo,Common.name,Genus,Species.name,Body.mass,Log.Mb,Primary.diet,Diet.details,Foraging.guild,Nesting.guild,Volent,n.captured,method.of.capture,Measure,Ecosystem,Tree.species,Cause.of.decline,Decline.cause,Decline.permanence,Decline.scale,Decline.speed,Decline.severity,Location,Temporal.or.Spatial,Temporal.y,Beta,r,t,F,p,chi,Decline.mean1,sd1,se1,95%.CI1,n1,Intact.mean2,sd2,se2,95%.CI2,n2,yi,log_yi,vi,Calcualted_from
51,51,"{Canterbury, 1997 #836}","Canterbury, 1997 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Empidonax minimus,Empidonax_minimus,Empidonax_minimus,Empidonax_minimus,"Flycatcher, Least ",Empidonax,minimus,,,I,I,AER,TREE,,85,Observation,Territories (number per 10ha),Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Minnesota, USA",1,11,,,,,,,3,3.104834939,,,3,8.266666667,3.647373484,,,3,-1.2406881499,-0.3503814174,0.7949422571,x and SD
52,52,"{Rosemier, 2010 #29921}","Rosemier, 2010 ",Vertebrate,Mammal,Rodentia,Cricetidae,Peromyscus spp.,Peromyscus_spp.,Peromyscus_spp.,Peromyscus_spp.,Deer mouse,Peromyscus,spp.,20,0.11,S,S,GRO,GRO,N,235,Trapping,Population estimates,American beech,Fagus grandifolia,Beech Bark Disease (introduced scale insect Cryptococcus fagisuga +),Insect,1,1,1,3,"Michigan, USA",0,,,,,15.98,,,17,12.52996409,,,15,30,8.185352772,,,15,-1.1951347657,-0.3414611880,0.1571391185,x and SD
53,53,"{Gunnarsson, 1988 #32780}","Gunnarsson, 1988 ",Arthropod,Arachnida,Araneae,Araneae,,Araneae,Araneae,Araneae,large spiders>2.5mm,Spiders,Spiders,,,I,I,CAN,,,330.16,,,Spruce,Picea abies,Air pollution needle-loss,Abiotic,1,0,1,2,SW Sweden,0,,,,,,,,5.2,3.8,,,16,10.5,5.1,,,16,-1.1487533715,-0.3321865711,0.1456192861,x and SD
54,54,"{Roberts, 2019 #30945}","Roberts, 2018",Vertebrate,Bird,Passeriformes,Turdidae,Catharus guttatus,Catharus_guttatus,Catharus_guttatus,Catharus_guttatus,"Thrush, Hermit ",Catharus,guttatus,,,I,IF,GRO,GRO,,,,,Mixed conifer forest,Ponderosa pine (Pinus ponderosa) predominantly,Drought followed by bark beetles Dendroctonus spp.,Abiotic,1,0.5,1,2.5,"California, USA",1,7,,,,,,,,,,,,,,,,,-1.1440835287,-0.3312417005,1.8132948075,off graph
55,55,"{Kendeigh, 1982 #832}","Kendeigh, 1982 ",Vertebrate,Bird,Passeriformes,Cardinalidae,Passerina cyanea,Passerina_cyanea,Passerina_cyanea,Passerina_cyanea,Indigo bunting,Passerina,cyanea,,,S,S,GRO,LOW,,607,Observation over 50 years,Breeding pairs,Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Illinois, USA",1,49,,,,,,,13.3125,4.672169375,,,16,21.88888889,9.067647006,,,18,-1.1404123099,-0.3304974400,0.1371811473,x and SD
56,56,"{Smithies, 2016 #29902}","Smithies, 2016 ",Vertebrate,Bird,Passeriformes,Artamidae,Strepera versicolor,Strepera_versicolor,Strepera_versicolor,Strepera_versicolor,Grey Currawong ,Strepera,versicolor,,,O,V,GRO,TREE,,130,Observation,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.14,0.35,,,5,1.88,1.96,,,5,-1.1156731762,-0.3254485798,0.4622363318,x and SD
57,57,"{Postle, 1986 #32056}","Postle, 1986 ",Arthropod,Arachnida,Acari,Acarina,,Acarina,Acarina,Acarina,Mites,Mite,Mite,,,D,D,GRO,,,44922.90067,Litter/soil sampling,Abundance,Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,244.4444444,250.6920976,,,9,539.4444444,254.6988963,,,9,-1.1116385397,-0.3246195798,0.2565483401,x and SD
58,58,"{Wentzel, Unpublished data #547}","Wentzel, Unpub.",Vertebrate,Reptile,Squamata,Scincidae,Hemiergis_quadrilineata,Hemiergis_quadrilineata,Hemiergis_quadrilineata,Hemiergis_quadrilineata,,Hemiergis,quadrilineata,,,I,I,GRO,,,114,Pitfall trapping,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,-1.1069615536,-0.3236566110,0.1921950809,x and SD
59,59,"{Roberts, 2019 #30945}","Roberts, 2018",Vertebrate,Bird,Passeriformes,Regulidae,Regulus satrapa,Regulus_satrapa,Regulus_satrapa,Regulus_satrapa,Golden-crowned Kinglet,Regulus,satrapa,,,I,I,CAN,TREE,,,,,Mixed conifer forest,Ponderosa pine (Pinus ponderosa) predominantly,Drought followed by bark beetles Dendroctonus spp.,Abiotic,1,0.5,1,2.5,"California, USA",1,7,,,,,,,,,,,,,,,,,-1.1062048481,-0.3235006081,1.3334131625,off graph
60,60,"{Postle, 1986 #32056}","Postle, 1986 ",Arthropod,Arachnida,Araneae,Araneae,,Araneae,Araneae,Araneae,Spiders,Spiders,Spiders,,,I,I,LOW,,,1243.030264,Litter/soil sampling,Abundance,Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,1,1.154700538,,,7,11.4,11.73030264,,,10,-1.0827294089,-0.3186328495,0.2773366421,x and SD
61,61,"{Bell, 1997 #7584}","Bell, 1997 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Contopus virens,Contopus_virens,Contopus_virens,Contopus_virens,"Wood-pewee, Eastern",Contopus,virens,,,I,I,AER,TREE,,1431,observation,density estimates,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"West Virginia, USA",1,9,,,,,,,13.1,7.2,1.2,,36,22.3,9.311562705,1.42,,43,-1.0822513875,-0.3185331601,0.0584466808,x and SD
62,62,"{Postle, 1986 #32056}","Postle, 1986 ",Arthropod,Insecta,Heteroptera,Heteroptera,,Heteroptera,Heteroptera,Heteroptera,Bugs,Bugs,Bugs,,,L,P,GRO,,,1134.09575,Litter/soil sampling,Abundance,Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,1.666666667,1.299038106,,,9,9.8,9.840957496,,,10,-1.0765914804,-0.3173510679,0.2416124063,x and SD
63,63,"{Adams, 1991 #1047}","Adams, 1991 ",Vertebrate,Bird,Passeriformes,Regulidae,Regulus satrapa,Regulus_satrapa,Regulus_satrapa,Regulus_satrapa,Golden-crowned Kinglet,Regulus,satrapa,,,I,I,CAN,TREE,,11.98416988,,Density of territories,Fraser fir,Abies fraseri,Balsam woolly adelgid (Adelges piceae),Insect,1,1,1,3,"North Carolina, USA",1,26,,,,,,2.62374189,2.027027027,,,,1,9.957142857,,,,1,-1.0588701288,-0.3136289527,2.2803014874,chi
64,64,"{Nichols, 1985 #165}","Nichols, 1985 ",Vertebrate,Reptile,Squamata,Scincidae,Morethia_obscura,Morethia_obscura,Morethia_obscura,Morethia_obscura,,Morethia,obscura,,,I,I,GRO,,,280,Trapping,,Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,60.45714286,48,,,,2,232,,,,2,-1.0495282895,-0.3116539172,1.1376887038,chi
65,65,"{Postle, 1986 #32056}","Postle, 1986 ",Arthropod,Myriapoda,Symphyla,Symphyla,,Symphyla,Symphyla,Symphyla,Pseudocentipede,Pseudocentipede,Pseudocentipede,,,D,D,GRO,,,312.471061,Litter/soil sampling,Abundance,Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,0.544444444,0.568135352,,,9,2.866666667,2.927456234,,,9,-1.0487036630,-0.3114791439,0.2527716492,x and SD
66,66,"{Alsop, 1991 #1048}","Alsop, 1991 ",Vertebrate,Bird,Passeriformes,Turdidae,Catharus fuscescens,Catharus_fuscescens,Catharus_fuscescens,Catharus_fuscescens,Veery,Catharus,fuscescens,,,I,I,GRO,LOW,,40,Observation,,Fraser fir,Abies fraseri,Balsam woolly adelgid (Adelges piceae),Insect,1,1,1,3,"Tennessee, USA",1,18,,,,,0.003650434,8.45,7,,,,1,33,,,,1,-1.0350436573,-0.3085737305,2.2678288431,chi
67,67,"{Smithies, 2016 #29902}","Smithies, 2016 ",Vertebrate,Bird,Passeriformes,Zosteropidae,Zosterops lateralis,Zosterops_lateralis,Zosterops_lateralis,Zosterops_lateralis,Silvereye ,Zosterops,lateralis,,,I,I,CAN,TREE,,325,Observation,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.63,1.76,,,5,4.4,4.44,,,5,-1.0076908804,-0.3026968463,0.4507720455,x and SD
68,68,"{Hartmann, 1989 #1123}","Hartmann, 1989 ",Arthropod,Arachnida,Acari,Mesostigmata,Gamasina,Mesostigmata,Mesostigmata,Mesostigmata,Gamasina,Gamasina,Gamasina,,,I,I,GRO,,,49500,Density,Abundance,Spruce,Picea abies,Multiple causes,Abiotic,1,0.5,1,2.5,"North Bavaria, Germany",0,,,,,,,,3940,1480.878118,,,5,5960,2109.028212,,,5,-1.0006787410,-0.3011773574,0.4500678971,x and SD
69,69,"{Davis, 2014 #31982}","Davis, 2014 ",Vertebrate,Bird,Passeriformes,Meliphagidae,Lichmera indistincta,Lichmera_indistincta,Lichmera_indistincta,Lichmera_indistincta,"Honeyeater, Brown ",Lichmera,indistincta,,,N,N,CAN,LOW,,59,Observation,,Banksia woodland,Banksia spp.,Phytophthora cinnamomi,Pathogen,1,0.5,1,2.5,sw Western Australia,0,,-3.73,,,,,,0.31,0.370405184,0.14,,7,0.9,0.687895341,0.26,,7,-0.9995593849,-0.3009343068,0.3213971059,x and SD
70,70,"{Bull, 1983 #7591}","Bull, 1983 ",Vertebrate,Bird,Passeriformes,Corvidae,Perisoreus canadensis,Perisoreus_canadensis,Perisoreus_canadensis,Perisoreus_canadensis,"Jay, Grey",Perisoreus,canadensis,,,O,O,CAN,TREE,,69,observation,Abundance,Lodgepole pine forest,Pinus contortus,Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"Oregon, USA",0,,,-0.446292454,,,,,,,,,,,,,,,-0.9974273168,-0.3004709850,0.0188631198,r
71,71,"{Kendeigh, 1982 #832}","Kendeigh, 1982 ",Vertebrate,Bird,Passeriformes,Vireonidae,Vireo olivaceus,Vireo_olivaceus,Vireo_olivaceus,Vireo_olivaceus,"Vireo, Red-eyed",Vireo,olivaceus,,,I,I,CAN,TREE,,239,Observation over 50 years,Breeding pairs,Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Illinois, USA",1,49,,,,,,,4.75,1.770122406,,,16,9.055555556,5.546299479,,,18,-0.9960749397,-0.3001768422,0.1326462215,x and SD
72,72,"{Swinburn, 2009 #32049}","Swinburn, 2009 ",Vertebrate,Reptile,Squamata,Scincidae,Lerista_elegans,Lerista_elegans,Lerista_elegans,Lerista_elegans,,Lerista,elegans,,,I,I,GRO,,,21,Trapping,,Banksia woodland,Banksia spp.,Phytophthora cinnamomi,Pathogen,1,0.5,1,2.5,sw Western Australia,0,,,1.13,1.6,,,,1.4,1.27775313,,1.12,5,2.8,1.27775313,,1.12,5,-0.9890679486,-0.2986496193,0.4489127704,x and SD
73,73,"{Canterbury, 1997 #836}","Canterbury, 1997 ",Vertebrate,Bird,Passeriformes,Troglodytidae,Troglodytes hiemalis,Troglodytes_troglodytes,Troglodytes_troglodytes,Troglodytes_troglodytes,"Wren, Winter ",Troglodytes,hiemalis,,,I,I,LOW,LOW,,22,Observation,Territories (number per 10ha),Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Minnesota, USA",1,11,,,,,,,0.466666667,0.808290377,,,3,2.5,2.19317122,,,3,-0.9816005433,-0.2970161126,0.7469616356,x and SD
74,74,"{DeGraaf, 1987 #32058}","DeGraaf, 1987 ",Vertebrate,Bird,Passeriformes,Sittidae,Sitta carolinensis,Sitta_carolinensis,Sitta_carolinensis,Sitta_carolinensis,"Nuthatch, White-breasted",Sitta,carolinensis,,,I,I,BAR,CAV,,16,,Counts,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"Pennsylvania, USA",0,,,,,,,1.5625,1.5,2.121320344,,,2,6.5,3.535533906,,,2,-0.9675771532,-0.2939317711,1.1170256934,x and SD
75,75,"{Smithies, 2016 #29902}","Smithies, 2016 ",Vertebrate,Bird,Passeriformes,Meliphagidae,Acanthorhynchus superciliosus,Acanthorhynchus_superciliosus,Acanthorhynchus_superciliosus,Acanthorhynchus_superciliosus,"Spinebill, Western",Acanthorhynchus,superciliosus,,,N,N,CAN,TREE,,201,Observation,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.54,1,,,5,2.59,2.55,,,5,-0.9554564645,-0.2912481514,0.4456448528,x and SD
76,76,"{Davis, 2014 #31982}","Davis, 2014 ",Vertebrate,Bird,Passeriformes,Zosteropidae,Zosterops lateralis,Zosterops_lateralis,Zosterops_lateralis,Zosterops_lateralis,Silvereye ,Zosterops,lateralis,,,I,I,CAN,TREE,,22,Observation,,Banksia woodland,Banksia spp.,Phytophthora cinnamomi,Pathogen,1,0.5,1,2.5,sw Western Australia,0,,-2.99,,,,,,0.08,0.211660105,0.08,,7,0.37,0.34394767,0.13,,7,-0.9504622444,-0.2901375480,0.3179778028,x and SD
77,77,"{Martel, 1997 #519}","Martel, 1997 ",Arthropod,Insecta,Lepidoptera,Lepidoptera,,Lepidoptera,Lepidoptera,Lepidoptera,Moth/butterfly larvae - semiconcealed,Lepidoptera,Lepidoptera,,,L,P,CAN,,,3117.12,Sampling multiple seasons over 3 years,Abundance,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,,,,,,0.090266667,0.086344382,,,15,0.215333333,0.16500505,,,15,-0.9240318154,-0.2842122492,0.1475639133,x and SD
78,78,"{Smithies, 2016 #29902}","Smithies, 2016 ",Vertebrate,Bird,Passeriformes,Pachycephalidae,Pachycephala pectoralis,Pachycephala_pectoralis,Pachycephala_pectoralis,Pachycephala_pectoralis,"Whistler, Golden",Pachycephala,pectoralis,,,I,I,CAN,TREE,,103,Observation,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.2,0.51,,,5,1.4,1.6,,,5,-0.9122398416,-0.2815423625,0.4416090764,x and SD
79,79,"{Lance, 2000 #1165}","Lance, 2000 ",Vertebrate,Bird,Passeriformes,Fringillidae,Spinus pinus,Carduelis_pinus,Carduelis_pinus,Carduelis_pinus,Pine siskin ,Spinus,pinus,,,S,S,CAN,TREE,,18,,,White and lutz spruce,Picea glauca/P.lutzii,Spruce beetle (Dendroctonus rufipennis),Insect,1,1,1,3,"Alaska, USA",0,,,,,,,2.915895677,4,,,,1,14,,,,1,-0.8876119928,-0.2759127279,2.1969637624,chi
80,80,"{Canterbury, 1997 #836}","Canterbury, 1997 ",Vertebrate,Bird,Passeriformes,Parulidae,Setophaga ruticilla,Setophaga_ruticilla,Setophaga_ruticilla,Setophaga_ruticilla,American Redstart,Setophaga,ruticilla,,,I,I,CAN,TREE,,52,Observation,Territories (number per 10ha),Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Minnesota, USA",1,11,,,,,,,2.533333333,2.411085509,,,3,4.433333333,0.351188458,,,3,-0.8799081250,-0.2741366249,0.7311865257,x and SD
81,81,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Troglodytidae,Cistothorus palustris,Cistothorus_palustris,Cistothorus_palustris,Cistothorus_palustris,"Wren, Marsh",Cistothorus,palustris,,MAWR,I,I,LOW,LOW,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,-0.4,-4.43,,,,,,,,,,,,,,-0.8728715609,-0.2725079951,0.0088755591,r
82,82,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Parulidae,Geothlypis tolmiei,Oporornis_tolmiei,Oporornis_tolmiei,Oporornis_tolmiei,"warbler, MacGillivray’s",Oporornis,tolmiei,,,I,,CAN,LOW,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,-0.4,-2.72,,,,,,,,,,,,,,-0.8728715609,-0.2725079951,0.0088755591,r
83,83,"{Hartmann, 1989 #1123}","Hartmann, 1989 ",Annelid,Clitellata,Haplotaxida,Lumbricidae,,,,,Earthworms,Earthworms,Earthworms,,,D,D,GRO,,,78,,Abundance,Spruce,Picea abies,Multiple causes,Abiotic,1,0.5,1,2.5,"North Bavaria, Germany",0,,,,,,,,0.6,1.341640786,,,5,15,21.20141505,,,5,-0.8653461572,-0.2707594368,0.4374411986,x and SD
84,84,"{Rabenold, 1998 #810}","Rabenold, 1998 ",Vertebrate,Bird,Passeriformes,Vireonidae,Vireo solitarius,Vireo_solitarius,Vireo_solitarius,Vireo_solitarius,"Vireo, Blue-headed",Vireo,solitarius,,,I,I,CAN,TREE,,32.5,Number of male territories,,Fraser fir,Abies fraseri,Balsam woolly adelgid (Adelges piceae),Insect,1,1,1,3,"n Carolina-Tennessee border, USA",1,21,,,,,,4.711538462,7.5,,,,1,25,,,,1,-0.8235294118,-0.2609127725,2.1695501730,chi
85,85,"{Roberts, 2019 #30945}","Roberts, 2018",Vertebrate,Bird,Passeriformes,Parulidae,Setophaga coronata ,Dendroica_coronata,Dendroica_coronata,Dendroica_coronata,"Warbler, Yellow-rumped ",Setophaga,coronata,,,I,I,CAN,TREE,,,,,Mixed conifer forest,Ponderosa pine (Pinus ponderosa) predominantly,Drought followed by bark beetles Dendroctonus spp.,Abiotic,1,0.5,1,2.5,"California, USA",1,7,,,,,,,,,,,,,,,,,-0.8189050468,-0.2598100280,1.0082771932,off graph
86,86,"{Vindstad, 2015 #29916}","Vindstad, 2015 ",Vertebrate,Bird,Passeriformes,Fringillidae,Carduelis flammea,Carduelis_flammea,Carduelis_flammea,Carduelis_flammea,Common Redpoll ,Carduelis,flammea,,,S,S,CAN,LOW,,58,,predicted abundances provided by the Bayesian model ,Mountain Birch,Betula pubescens czerepanovii,Geometrid moth (Lepidoptera: Geometridae),Insect,0,0.5,1,1.5,northern Norway,0,,,,,,,,1.23,0.72,,,4,2.01,0.96,,,6,-0.8021978837,-0.2558024754,0.4488427389,x and SD
87,87,"{Hartmann, 1989 #1123}","Hartmann, 1989 ",Arthropod,Insecta,Coleoptera,Staphylinidae,,Coleoptera,Coleoptera,Coleoptera,Rove beetles,Rove beetles,Rove beetles,,,I,I,GRO,,,1152,Density,Abundance,Spruce,Picea abies,Multiple causes,Abiotic,1,0.5,1,2.5,"North Bavaria, Germany",0,,,,,,,,101.6,29.03101789,,,5,128.8,32.14342857,,,5,-0.8017011954,-0.2556827667,0.4321362403,x and SD
88,88,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Circus_cyaneus,Circus_cyaneus,Circus_cyaneus,"harrier, northern",Circus,cyaneus,,,O,V,AER,GRO,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,-0.37,-0.79,,,,,,,,,,,,,,-0.7965282099,-0.2544340411,0.0093704376,r
89,89,"{Gunnarsson, 1988 #32780}","Gunnarsson, 1988 ",Arthropod,Arachnida,Araneae,Araneae,,Araneae,Araneae,Araneae,Orbweb spiders,Spiders,Spiders,,,I,I,CAN,,,177.808,,,Spruce,Picea abies,Air pollution needle-loss,Abiotic,1,0,1,2,SW Sweden,0,,,,,,,,2.2,2.9,,,16,6.5,6.9,,,16,-0.7919670184,-0.2533300121,0.1348001837,x and SD
90,90,"{Smithies, 2016 #29902}","Smithies, 2016 ",Vertebrate,Bird,Passeriformes,Corvidae,Corvus coronoides,Corvus_coronoides,Corvus_coronoides,Corvus_coronoides,"Raven, Australian ",Corvus,coronoides,,,O,O,GRO,TREE,,103,Observation,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.25,0.62,,,5,1.35,1.71,,,5,-0.7720353029,-0.2484723698,0.4298019254,x and SD
91,91,"{Alsop, 1991 #1048}","Alsop, 1991 ",Vertebrate,Bird,Passeriformes,Regulidae,Regulus satrapa,Regulus_satrapa,Regulus_satrapa,Regulus_satrapa,Golden-crowned Kinglet,Regulus,satrapa,,,I,I,CAN,TREE,,65,Observation,,Fraser fir,Abies fraseri,Balsam woolly adelgid (Adelges piceae),Insect,1,1,1,3,"Tennessee, USA",1,18,,,,,0.0038,8.376923077,16,,,,1,49,,,,1,-0.7692642088,-0.2477926921,2.1479418557,chi
92,92,"{Postle, 1986 #32056}","Postle, 1986 ",Arthropod,Myriapoda,Chilopoda,Chilopoda,,Chilopoda,Chilopoda,Chilopoda,Centipedes,Centipedes,Centipedes,,,I,I,GRO,,,249.9610236,Litter/soil sampling,Abundance,Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,0.476666667,1.047807234,,,9,1.877777778,2.30067804,,,9,-0.7463718234,-0.2421367157,0.2376964139,x and SD
93,93,"{Postle, 1986 #32056}","Postle, 1986 ",Arthropod,Entognatha,Diplura,Diplura,,Diplura,Diplura,Diplura,Bristletails,Bristletails,Bristletails,,,D,D,GRO,,,124.4761593,Litter/soil sampling,Abundance,Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,0.307777778,0.459912431,,,9,0.95,1.075290658,,,9,-0.7395143545,-0.2404280169,0.2374133745,x and SD
94,94,"{Tingley, 2002 #795}","Tingley, 2002 ",Vertebrate,Bird,Passeriformes,Vireonidae,Vireo solitarius,Vireo_solitarius,Vireo_solitarius,Vireo_solitarius,"Vireo, Blue-headed",Vireo,solitarius,,,I,I,CAN,TREE,,17,Observation,,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",0,,,-,,,,2.055759804,4,,,,1,13,,,,1,-0.7390597455,-0.2403145025,2.1365523269,chi
95,95,"{Postle, 1986 #32056}","Postle, 1986 ",Arthropod,Arachnida,Pseudoscorpionida,Pseudoscorpionida,,Pseudoscorpionida,Pseudoscorpionida,Pseudoscorpionida,Pseudoscorpion,Pseudoscorpion,Pseudoscorpion,,,I,I,GRO,,,932.7612405,Litter/soil sampling,Abundance,Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,4.392222222,4.496181096,,,9,8.457777778,5.971791561,,,9,-0.7324322169,-0.2386562514,0.2371238042,x and SD
96,96,"{Postle, 1986 #32056}","Postle, 1986 ",Arthropod,Insecta,Lepidoptera,Lepidoptera,,Lepidoptera,Lepidoptera,Lepidoptera,Moth/butterfly larvae,Lepidoptera,Lepidoptera,,,L,P,CAN,,,620.2990307,Litter/soil sampling,Abundance,Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,2.3,2.123937643,,,10,4.7,3.902990307,,,10,-0.7314909762,-0.2384202325,0.2133769762,x and SD
97,97,"{Alsop, 1991 #1048}","Alsop, 1991 ",Vertebrate,Bird,Passeriformes,Parulidae,Setophaga caerulescens,Dendroica_caerulescens,Dendroica_caerulescens,Dendroica_caerulescens,"Warbler, Black-throated blue",Setophaga,caerulescens,,,I,I,LOW,LOW,,31,Observation,,Fraser fir,Abies fraseri,Balsam woolly adelgid (Adelges piceae),Insect,1,1,1,3,"Tennessee, USA",1,18,,,,,0.056779823,3.629032258,8,,,,1,23,,,,1,-0.7282497321,-0.2376064982,2.1325869181,chi
98,98,"{Smithies, 2016 #29902}","Smithies, 2016 ",Vertebrate,Bird,Psittaciformes,Psittaculidae,Barnardius zonarius,Barnardius_zonarius,Barnardius_zonarius,Barnardius_zonarius,Australian Ringneck ,Barnardius,zonarius,,,S,S,GRO,CAV,,94,Observation,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.23,0.62,,,5,1.23,1.64,,,5,-0.7281286379,-0.2375760672,0.4265085657,x and SD
99,99,"{Rabenold, 1998 #810}","Rabenold, 1998 ",Vertebrate,Bird,Passeriformes,Sittidae,Sitta canadensis,Sitta_canadensis,Sitta_canadensis,Sitta_canadensis,"Nuthatch, red-breasted",Sitta,canadensis,,,I,I,BAR,CAV,,27,Number of male territories,,Fraser fir,Abies fraseri,Balsam woolly adelgid (Adelges piceae),Insect,1,1,1,3,"n Carolina-Tennessee border, USA",1,21,,,,,,3.12962963,7,,,,1,20,,,,1,-0.7241806049,-0.2365827555,2.1311093871,chi
100,100,"{Wentzel, Unpublished data #546}","Wentzel, Unpub.",Vertebrate,Mammal,Chiroptera,Vespertilionidae,Falsistrellus mackenziei,Falsistrellus_mackenziei,Falsistrellus_mackenziei,Falsistrellus_mackenziei,Western false pipistrelle,Falsistrellus,mackenziei,23,0.13,I,I,AER,TREE,Y,324,Index,Auditory surveys,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,-0.7171100961,-0.2347981418,0.1773801435,x and SD
101,101,"{Ingwell, 2012 #32782}","Ingwell, 2012 ",Arthropod,Arachnida,Acari,Acarina,,Acarina,Acarina,Acarina,Ticks/mites,,,,,O,V,GRO,,,3144,,,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,Southern New England,0,,,,,,,354.9675573,825,825,,,4,2319,,,,4,-0.7135058588,-0.2338855937,0.0000000010,chi
102,102,"{Postle, 1986 #32056}","Postle, 1986 ",Arthropod,Myriapoda,Diplopoda,Diplopoda,Millipedes Millipedes,Diplopoda,Diplopoda,Diplopoda,Millipedes,Millipedes,Millipedes,,,D,D,GRO,,,777.4290864,Litter/soil sampling,Abundance,Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,1.95,1.969930202,,,9,5.627777778,6.688100959,,,9,-0.7103698293,-0.2330900270,0.2362395915,x and SD
